variable,horizon,lower,median,upper,model
interest,17,-0.0126,0.0207,0.0544,classical_fd
interest,18,-0.0103,0.0234,0.0547,classical_fd
interest,19,-0.0091,0.0237,0.0547,classical_fd
interest,20,-0.0097,0.0233,0.0563,classical_fd
interest,21,-0.0101,0.0235,0.0557,classical_fd
interest,22,-0.0103,0.023,0.0561,classical_fd
interest,23,-0.0092,0.0227,0.0559,classical_fd
interest,24,-0.0105,0.0226,0.0545,classical_fd
interest,25,-0.0114,0.0224,0.0537,classical_fd
interest,26,-0.0117,0.0216,0.0525,classical_fd
interest,27,-0.0122,0.0207,0.0525,classical_fd
interest,28,-0.0126,0.0198,0.0525,classical_fd
interest,29,-0.013,0.0185,0.0523,classical_fd
interest,30,-0.0133,0.0178,0.0522,classical_fd
interest,31,-0.0141,0.0176,0.0517,classical_fd
interest,32,-0.0148,0.0172,0.0511,classical_fd
interest,33,-0.0158,0.0163,0.0508,classical_fd
interest,34,-0.0168,0.0155,0.0497,classical_fd
interest,35,-0.0182,0.0148,0.0494,classical_fd
interest,36,-0.018,0.0142,0.0495,classical_fd
interest,37,-0.0184,0.0135,0.0486,classical_fd
interest,38,-0.0194,0.0134,0.0491,classical_fd
interest,39,-0.0203,0.0128,0.0494,classical_fd
interest,40,-0.0206,0.0125,0.0495,classical_fd
inflation,1,-0.0465,-0.0079,0.0314,classical_fd
inflation,2,-0.0503,-0.0183,0.0114,classical_fd
inflation,3,-0.0596,-0.0319,-0.0033,classical_fd
inflation,4,-0.0614,-0.0352,-0.0095,classical_fd
inflation,5,-0.0571,-0.0338,-0.0113,classical_fd
inflation,6,-0.0503,-0.0279,-0.008,classical_fd
inflation,7,-0.042,-0.0211,-0.0011,classical_fd
inflation,8,-0.035,-0.0132,0.0088,classical_fd
inflation,9,-0.0273,-0.0044,0.0184,classical_fd
inflation,10,-0.0206,0.0046,0.0269,classical_fd
inflation,11,-0.0143,0.0111,0.0342,classical_fd
inflation,12,-0.0108,0.0163,0.0405,classical_fd
inflation,13,-0.0064,0.0203,0.0447,classical_fd
inflation,14,-0.0035,0.0223,0.0467,classical_fd
inflation,15,-9e-04,0.0233,0.0476,classical_fd
inflation,16,1e-04,0.0239,0.0473,classical_fd
inflation,17,3e-04,0.0235,0.0469,classical_fd
inflation,18,4e-04,0.0229,0.0464,classical_fd
inflation,19,6e-04,0.0221,0.0458,classical_fd
inflation,20,-3e-04,0.0212,0.0445,classical_fd
inflation,21,-7e-04,0.0199,0.0433,classical_fd
inflation,22,-0.0016,0.0187,0.0417,classical_fd
inflation,23,-0.0032,0.0173,0.0407,classical_fd
inflation,24,-0.004,0.0159,0.0391,classical_fd
inflation,25,-0.0051,0.0143,0.0385,classical_fd
inflation,26,-0.0062,0.0135,0.0372,classical_fd
inflation,27,-0.0075,0.0126,0.0362,classical_fd
inflation,28,-0.0085,0.0121,0.0356,classical_fd
inflation,29,-0.01,0.0109,0.0339,classical_fd
inflation,30,-0.0102,0.0098,0.0323,classical_fd
inflation,31,-0.0114,0.0091,0.0309,classical_fd
inflation,32,-0.0123,0.0082,0.0303,classical_fd
inflation,33,-0.0127,0.0073,0.0292,classical_fd
inflation,34,-0.0132,0.0062,0.0288,classical_fd
inflation,35,-0.0139,0.0054,0.0276,classical_fd
inflation,36,-0.0147,0.0047,0.0267,classical_fd
inflation,37,-0.0149,0.0042,0.0256,classical_fd
inflation,38,-0.0156,0.0038,0.0246,classical_fd
inflation,39,-0.0156,0.0034,0.0244,classical_fd
inflation,40,-0.0157,0.003,0.0239,classical_fd
productivity,1,-0.2844,-0.1914,-0.0739,classical_fd
productivity,2,-0.2474,-0.1376,-0.0192,classical_fd
productivity,3,-0.1721,-0.0202,0.1316,classical_fd
productivity,4,-0.0879,0.0896,0.2529,classical_fd
productivity,5,-0.0139,0.1717,0.3364,classical_fd
productivity,6,0.0381,0.2224,0.3817,classical_fd
productivity,7,0.0646,0.2378,0.3854,classical_fd
productivity,8,0.0735,0.2294,0.3748,classical_fd
productivity,9,0.0569,0.2014,0.3469,classical_fd
productivity,10,0.0212,0.1696,0.3162,classical_fd
productivity,11,-0.0162,0.1327,0.2766,classical_fd
productivity,12,-0.0555,0.095,0.2449,classical_fd
productivity,13,-0.0953,0.0573,0.2167,classical_fd
productivity,14,-0.1286,0.0261,0.191,classical_fd
productivity,15,-0.1561,-0.002,0.1642,classical_fd
productivity,16,-0.1829,-0.0281,0.1468,classical_fd
productivity,17,-0.2058,-0.0477,0.1333,classical_fd
productivity,18,-0.2283,-0.0606,0.1326,classical_fd
productivity,19,-0.2449,-0.0709,0.1308,classical_fd
productivity,20,-0.2616,-0.0793,0.1322,classical_fd
productivity,21,-0.2819,-0.0829,0.1265,classical_fd
productivity,22,-0.294,-0.0852,0.1327,classical_fd
productivity,23,-0.3136,-0.0876,0.1364,classical_fd
productivity,24,-0.328,-0.09,0.1437,classical_fd
productivity,25,-0.3376,-0.0917,0.1455,classical_fd
productivity,26,-0.3478,-0.0925,0.1429,classical_fd
productivity,27,-0.3587,-0.0951,0.1431,classical_fd
productivity,28,-0.3606,-0.0967,0.1489,classical_fd
productivity,29,-0.3643,-0.0982,0.1538,classical_fd
productivity,30,-0.3725,-0.1004,0.1556,classical_fd
productivity,31,-0.3769,-0.1011,0.1621,classical_fd
productivity,32,-0.3787,-0.104,0.1625,classical_fd
productivity,33,-0.3825,-0.1065,0.1647,classical_fd
productivity,34,-0.3869,-0.1081,0.1692,classical_fd
productivity,35,-0.393,-0.1085,0.1711,classical_fd
productivity,36,-0.3941,-0.1128,0.1732,classical_fd
productivity,37,-0.3937,-0.1138,0.173,classical_fd
productivity,38,-0.396,-0.115,0.1755,classical_fd
productivity,39,-0.4015,-0.1179,0.1763,classical_fd
productivity,40,-0.4089,-0.1223,0.1773,classical_fd
TFP,1,-0.0388,0.1116,0.2358,classical_fd
TFP,2,0.0589,0.2036,0.3204,classical_fd
TFP,3,0.0872,0.2378,0.3562,classical_fd
TFP,4,0.0847,0.2245,0.3372,classical_fd
TFP,5,0.0506,0.1783,0.2932,classical_fd
TFP,6,0.0068,0.1302,0.2408,classical_fd
TFP,7,-0.0416,0.0792,0.2003,classical_fd
TFP,8,-0.0806,0.0426,0.1702,classical_fd
TFP,9,-0.1135,0.0177,0.1508,classical_fd
TFP,10,-0.1373,0.0024,0.14,classical_fd
TFP,11,-0.1534,-0.0027,0.1431,classical_fd
TFP,12,-0.1624,-7e-04,0.1536,classical_fd
TFP,13,-0.1668,0.0073,0.1668,classical_fd
TFP,14,-0.1717,0.0095,0.1813,classical_fd
TFP,15,-0.1732,0.0161,0.1956,classical_fd
TFP,16,-0.1741,0.022,0.2053,classical_fd
TFP,17,-0.1742,0.0287,0.2185,classical_fd
TFP,18,-0.1775,0.0327,0.228,classical_fd
TFP,19,-0.181,0.0345,0.2313,classical_fd
TFP,20,-0.1806,0.0323,0.2285,classical_fd
TFP,21,-0.1829,0.0315,0.2275,classical_fd
TFP,22,-0.1879,0.0286,0.2242,classical_fd
TFP,23,-0.1912,0.0247,0.2194,classical_fd
TFP,24,-0.1974,0.0209,0.2129,classical_fd
TFP,25,-0.1993,0.0149,0.2071,classical_fd
TFP,26,-0.2085,0.0064,0.2059,classical_fd
TFP,27,-0.2146,-0.0033,0.197,classical_fd
TFP,28,-0.2148,-0.0112,0.1936,classical_fd
TFP,29,-0.2232,-0.016,0.1844,classical_fd
TFP,30,-0.2303,-0.0188,0.1813,classical_fd
TFP,31,-0.2387,-0.0215,0.1791,classical_fd
TFP,32,-0.244,-0.0295,0.1771,classical_fd
TFP,33,-0.2504,-0.0333,0.1743,classical_fd
TFP,34,-0.2525,-0.0394,0.1743,classical_fd
TFP,35,-0.2548,-0.0428,0.1759,classical_fd
TFP,36,-0.2589,-0.0486,0.1725,classical_fd
TFP,37,-0.2672,-0.0485,0.1712,classical_fd
TFP,38,-0.269,-0.0512,0.1693,classical_fd
TFP,39,-0.2717,-0.055,0.1644,classical_fd
TFP,40,-0.2757,-0.0586,0.1614,classical_fd
TFP,1,-0.0113391536238358,0.069840158715253,0.147380266760067,"Replication, Frequency Domain"
TFP,2,0.0791441041923447,0.163973190414691,0.247799247470015,"Replication, Frequency Domain"
TFP,3,0.0809919011137242,0.170156313894907,0.259314914296186,"Replication, Frequency Domain"
TFP,4,0.0523679652861649,0.141009594920635,0.234826244647369,"Replication, Frequency Domain"
TFP,5,0.00592891854914937,0.0990832217132057,0.196465418293501,"Replication, Frequency Domain"
TFP,6,-0.0398794334531993,0.055645645668294,0.156538155135024,"Replication, Frequency Domain"
TFP,7,-0.0822347893430795,0.0175650945733591,0.125001617931634,"Replication, Frequency Domain"
TFP,8,-0.115421085682808,-0.0109463676086272,0.101334931834508,"Replication, Frequency Domain"
TFP,9,-0.141121986296606,-0.0329828737348998,0.083898224481452,"Replication, Frequency Domain"
TFP,10,-0.157366292684163,-0.0468635930409198,0.0736564648779697,"Replication, Frequency Domain"
TFP,11,-0.169358048219043,-0.0527980007730893,0.0697359249852989,"Replication, Frequency Domain"
TFP,12,-0.176293706445499,-0.0531778194434051,0.074331647898044,"Replication, Frequency Domain"
TFP,13,-0.180300381111722,-0.0513261182739747,0.0791927096527567,"Replication, Frequency Domain"
TFP,14,-0.179670156332862,-0.0470368855281674,0.0844221208803212,"Replication, Frequency Domain"
TFP,15,-0.177179517554675,-0.0417728198201733,0.0938980525278443,"Replication, Frequency Domain"
TFP,16,-0.172859751451679,-0.035971954219421,0.104806985355469,"Replication, Frequency Domain"
TFP,17,-0.168641994365527,-0.0299918607080853,0.112766158636466,"Replication, Frequency Domain"
TFP,18,-0.165128122578591,-0.0252774477238999,0.119886492568988,"Replication, Frequency Domain"
TFP,19,-0.161263192323103,-0.0198854747055294,0.126950467497674,"Replication, Frequency Domain"
TFP,20,-0.156353536627825,-0.0146282352580278,0.129884444046601,"Replication, Frequency Domain"
TFP,21,-0.153643482738739,-0.0114784771762493,0.133535600507913,"Replication, Frequency Domain"
TFP,22,-0.150793783574979,-0.00902385480163108,0.133799066343604,"Replication, Frequency Domain"
TFP,23,-0.148494329681673,-0.00792098600810888,0.135087931326629,"Replication, Frequency Domain"
TFP,24,-0.147178959356625,-0.00849741930337545,0.135092667126442,"Replication, Frequency Domain"
TFP,25,-0.14584511122847,-0.00879018501549187,0.133471451626819,"Replication, Frequency Domain"
TFP,26,-0.146751172498851,-0.00864687629246645,0.131469269525645,"Replication, Frequency Domain"
TFP,27,-0.146479734027428,-0.00988040318673503,0.128619534937055,"Replication, Frequency Domain"
TFP,28,-0.146218805812783,-0.0106349005627955,0.126936292944761,"Replication, Frequency Domain"
TFP,29,-0.146088483005409,-0.0121826063736862,0.124468798631977,"Replication, Frequency Domain"
TFP,30,-0.148507890036258,-0.0132780072934922,0.122286276756182,"Replication, Frequency Domain"
TFP,31,-0.148963151844618,-0.0151399404874854,0.118089739080578,"Replication, Frequency Domain"
TFP,32,-0.14915991220668,-0.0168617777456521,0.115797975407237,"Replication, Frequency Domain"
TFP,33,-0.150659794628082,-0.0193747425353123,0.111630009263759,"Replication, Frequency Domain"
TFP,34,-0.152043479475475,-0.0208487192202331,0.108914004051883,"Replication, Frequency Domain"
TFP,35,-0.15331279134665,-0.0220763978420692,0.106479298458248,"Replication, Frequency Domain"
TFP,36,-0.153609799421379,-0.0236031740973647,0.103673467886218,"Replication, Frequency Domain"
TFP,37,-0.154799646220218,-0.0241726078163525,0.101026332189581,"Replication, Frequency Domain"
TFP,38,-0.154493415483026,-0.0250681903454481,0.0989420025538329,"Replication, Frequency Domain"
TFP,39,-0.155138230098924,-0.0262451397242667,0.0975151043343736,"Replication, Frequency Domain"
TFP,40,-0.153551428103147,-0.0270091407430941,0.096884112641409,"Replication, Frequency Domain"
consumption,1,-0.193566934943892,-0.158074465706989,-0.122629089212207,"Replication, Frequency Domain"
consumption,2,-0.281252715044618,-0.234572939670711,-0.190379848951801,"Replication, Frequency Domain"
consumption,3,-0.310948680430371,-0.251568392751309,-0.191842031003978,"Replication, Frequency Domain"
consumption,4,-0.314088584607414,-0.239436284966697,-0.162404657634459,"Replication, Frequency Domain"
consumption,5,-0.298630464845579,-0.209544846062728,-0.116316391582783,"Replication, Frequency Domain"
consumption,6,-0.274218787468893,-0.16901825018739,-0.0618557418112458,"Replication, Frequency Domain"
consumption,7,-0.247558857434222,-0.127406119270053,-0.00629178402131887,"Replication, Frequency Domain"
consumption,8,-0.216193321723938,-0.0859090870394704,0.046129056694757,"Replication, Frequency Domain"
consumption,9,-0.187298102432008,-0.0481644491744233,0.0949851623817765,"Replication, Frequency Domain"
consumption,10,-0.164010345929002,-0.0161512122505309,0.137500558322033,"Replication, Frequency Domain"
consumption,11,-0.143059742494968,0.0109632846383313,0.175223406187812,"Replication, Frequency Domain"
consumption,12,-0.124630849505708,0.0318598859735909,0.202316700755412,"Replication, Frequency Domain"
consumption,13,-0.113446896999458,0.0470689677826794,0.221731543525881,"Replication, Frequency Domain"
consumption,14,-0.10670814462999,0.0597001739191627,0.23575823966022,"Replication, Frequency Domain"
consumption,15,-0.102947794583106,0.0653646370185875,0.24631094336688,"Replication, Frequency Domain"
consumption,16,-0.102590216496539,0.0695114488685445,0.250426463980433,"Replication, Frequency Domain"
consumption,17,-0.10365533751784,0.0681542229371717,0.252787541419335,"Replication, Frequency Domain"
consumption,18,-0.106132922208806,0.0654078888327965,0.25025635330784,"Replication, Frequency Domain"
consumption,19,-0.112046520912906,0.0596683863703999,0.247563765053471,"Replication, Frequency Domain"
consumption,20,-0.118745584686328,0.0545401522449235,0.240136928175552,"Replication, Frequency Domain"
consumption,21,-0.124903042557195,0.0487002579306789,0.231828997248137,"Replication, Frequency Domain"
consumption,22,-0.132439297881387,0.0408721688050859,0.224377699916141,"Replication, Frequency Domain"
consumption,23,-0.14040275540579,0.0329729990737105,0.218158214292503,"Replication, Frequency Domain"
consumption,24,-0.148177487934425,0.0266450347168444,0.212558265001318,"Replication, Frequency Domain"
consumption,25,-0.155748936767971,0.0192917625460014,0.205092999971383,"Replication, Frequency Domain"
consumption,26,-0.163047852162273,0.0123498606785336,0.199223552044885,"Replication, Frequency Domain"
consumption,27,-0.170655460590577,0.00622938766706355,0.194934822560929,"Replication, Frequency Domain"
consumption,28,-0.177314842152858,0.000190213737412313,0.190455420567794,"Replication, Frequency Domain"
consumption,29,-0.183797767535153,-0.00402289992340001,0.184428369263122,"Replication, Frequency Domain"
consumption,30,-0.189393239090203,-0.00760324183508933,0.180426356041645,"Replication, Frequency Domain"
consumption,31,-0.194607878139123,-0.0101951332342458,0.178519692811422,"Replication, Frequency Domain"
consumption,32,-0.200699069846045,-0.0132987095612903,0.176857515684421,"Replication, Frequency Domain"
consumption,33,-0.206507500850918,-0.0159612931546546,0.174902643540766,"Replication, Frequency Domain"
consumption,34,-0.210189538353601,-0.018087728509066,0.173582170501757,"Replication, Frequency Domain"
consumption,35,-0.213744687400083,-0.0203058130706159,0.172350902573062,"Replication, Frequency Domain"
consumption,36,-0.218021184653141,-0.0225110522048818,0.172278840222867,"Replication, Frequency Domain"
consumption,37,-0.224327944271264,-0.0247446373099018,0.172062550206259,"Replication, Frequency Domain"
consumption,38,-0.227792025368307,-0.025567751276491,0.171775645979344,"Replication, Frequency Domain"
consumption,39,-0.231784171474188,-0.0270977422031754,0.172116187390429,"Replication, Frequency Domain"
consumption,40,-0.234306041914653,-0.0285202796429351,0.171543327338862,"Replication, Frequency Domain"
hours_worked,1,-0.473251039101409,-0.423114394652879,-0.366620058238826,"Replication, Frequency Domain"
hours_worked,2,-0.619023689074289,-0.56262769300851,-0.506067388000498,"Replication, Frequency Domain"
hours_worked,3,-0.646756069476185,-0.575489061024185,-0.505590212634976,"Replication, Frequency Domain"
hours_worked,4,-0.610252159749249,-0.519563870615978,-0.425624772041547,"Replication, Frequency Domain"
hours_worked,5,-0.540777702723348,-0.428577725559338,-0.311511585479865,"Replication, Frequency Domain"
hours_worked,6,-0.455949582697372,-0.326439021391037,-0.186901140558443,"Replication, Frequency Domain"
hours_worked,7,-0.36918427591414,-0.224601358621736,-0.0688849608891378,"Replication, Frequency Domain"
hours_worked,8,-0.286405711791642,-0.130870863365719,0.0351027396541487,"Replication, Frequency Domain"
hours_worked,9,-0.214388780354314,-0.04965256461979,0.124244339276039,"Replication, Frequency Domain"
hours_worked,10,-0.150867682353147,0.0152807775179783,0.193216876196429,"Replication, Frequency Domain"
hours_worked,11,-0.0976290693182474,0.0647965827546548,0.24716196014876,"Replication, Frequency Domain"
hours_worked,12,-0.0574389271467211,0.101365629620693,0.282616639351602,"Replication, Frequency Domain"
hours_worked,13,-0.0281032094616161,0.127207867663322,0.303940520059301,"Replication, Frequency Domain"
hours_worked,14,-0.00489501319836507,0.141941543112213,0.310618559938594,"Replication, Frequency Domain"
hours_worked,15,0.00794754720581388,0.149940414984577,0.311950389757007,"Replication, Frequency Domain"
hours_worked,16,0.0127785926989486,0.149744427762918,0.305089426433177,"Replication, Frequency Domain"
hours_worked,17,0.0145354097486267,0.142811269081069,0.293230541293541,"Replication, Frequency Domain"
hours_worked,18,0.0117562793602745,0.134653372546321,0.280740221514473,"Replication, Frequency Domain"
hours_worked,19,0.00388228724625339,0.122601707776538,0.265326186791156,"Replication, Frequency Domain"
hours_worked,20,-0.00540673580322916,0.110444540763037,0.246450131414225,"Replication, Frequency Domain"
hours_worked,21,-0.0159111362673399,0.0961958518952308,0.228863744858166,"Replication, Frequency Domain"
hours_worked,22,-0.0272811113164163,0.0835678906097561,0.209739879981322,"Replication, Frequency Domain"
hours_worked,23,-0.0391790668072353,0.0686020957253555,0.192726007316054,"Replication, Frequency Domain"
hours_worked,24,-0.0495240303489469,0.0550273010421168,0.177286794864373,"Replication, Frequency Domain"
hours_worked,25,-0.0599009034466276,0.0432734499142894,0.161709199940217,"Replication, Frequency Domain"
hours_worked,26,-0.0679471103134437,0.0329984243608375,0.148992086993757,"Replication, Frequency Domain"
hours_worked,27,-0.0758298393798269,0.0229180218046045,0.137804599513984,"Replication, Frequency Domain"
hours_worked,28,-0.0839865266609437,0.0154490519414248,0.127719946315725,"Replication, Frequency Domain"
hours_worked,29,-0.0914089409049129,0.0094682178316631,0.120255334586,"Replication, Frequency Domain"
hours_worked,30,-0.0975061643815963,0.00348111247422658,0.111632765218537,"Replication, Frequency Domain"
hours_worked,31,-0.102259141001862,-0.00134346497556803,0.106126142497596,"Replication, Frequency Domain"
hours_worked,32,-0.107078974814558,-0.00558503334438187,0.101349185034036,"Replication, Frequency Domain"
hours_worked,33,-0.110475020217592,-0.00770890261977362,0.0972992507885934,"Replication, Frequency Domain"
hours_worked,34,-0.114365687857941,-0.0097523583420668,0.0954465835330595,"Replication, Frequency Domain"
hours_worked,35,-0.117110450862586,-0.0121737845111206,0.0921127249569515,"Replication, Frequency Domain"
hours_worked,36,-0.118449727036871,-0.0134288546936417,0.0911270818246855,"Replication, Frequency Domain"
hours_worked,37,-0.119785385974911,-0.01449032507951,0.0906456472970952,"Replication, Frequency Domain"
hours_worked,38,-0.121701506319192,-0.0158642875669543,0.0907880625248,"Replication, Frequency Domain"
hours_worked,39,-0.123290800918447,-0.0159846062390449,0.0908710980418424,"Replication, Frequency Domain"
hours_worked,40,-0.124678331462778,-0.0160463618500434,0.0919460273320639,"Replication, Frequency Domain"
inflation,1,-0.0344567722087693,-0.00370423176638746,0.0270146475818401,"Replication, Frequency Domain"
inflation,2,-0.0402393522950575,-0.0161777230295639,0.00875331968819397,"Replication, Frequency Domain"
inflation,3,-0.05406280937462,-0.0315351415442859,-0.00972392100832032,"Replication, Frequency Domain"
inflation,4,-0.0602507909062432,-0.0391980249243921,-0.0192283355745394,"Replication, Frequency Domain"
inflation,5,-0.0613857711390049,-0.0417924923923724,-0.0225111104483467,"Replication, Frequency Domain"
inflation,6,-0.05995865524385,-0.0403506124411872,-0.0214836558874313,"Replication, Frequency Domain"
inflation,7,-0.0558517809689388,-0.0363432763455935,-0.0169661877546525,"Replication, Frequency Domain"
inflation,8,-0.0502823821148223,-0.0302835513568128,-0.0109656094143934,"Replication, Frequency Domain"
inflation,9,-0.0438567076668983,-0.0237952262504778,-0.00481948351717624,"Replication, Frequency Domain"
inflation,10,-0.0377307953536197,-0.0172743522029222,0.00202963904981284,"Replication, Frequency Domain"
inflation,11,-0.031736603603155,-0.0111528753519192,0.00800738267992082,"Replication, Frequency Domain"
inflation,12,-0.0261384147840111,-0.00613285466782381,0.0134502592967439,"Replication, Frequency Domain"
inflation,13,-0.0216803058253216,-0.00160979421603449,0.0180014144129298,"Replication, Frequency Domain"
inflation,14,-0.0181554936130394,0.00199362205340575,0.0213682916011244,"Replication, Frequency Domain"
inflation,15,-0.015039040286818,0.00454784634000461,0.024027963980321,"Replication, Frequency Domain"
inflation,16,-0.0129951495839749,0.00618655832213645,0.0255713837310073,"Replication, Frequency Domain"
inflation,17,-0.0112792286911975,0.00713138578810027,0.0264530866229428,"Replication, Frequency Domain"
inflation,18,-0.00996166350344716,0.00789404475585207,0.0264765750489481,"Replication, Frequency Domain"
inflation,19,-0.00914334129499667,0.00792891076459836,0.0258533170056828,"Replication, Frequency Domain"
inflation,20,-0.00882456336225298,0.00767665493259645,0.0254029944783078,"Replication, Frequency Domain"
inflation,21,-0.00889968421923727,0.00709373372759943,0.0244324292754927,"Replication, Frequency Domain"
inflation,22,-0.0092183933175669,0.00639227205491549,0.0233572075913623,"Replication, Frequency Domain"
inflation,23,-0.00942870225977277,0.00554536304156773,0.0219868459465025,"Replication, Frequency Domain"
inflation,24,-0.00989193362233849,0.00484789909266391,0.0205119068570179,"Replication, Frequency Domain"
inflation,25,-0.0103416930826407,0.00395914950124622,0.019139335422642,"Replication, Frequency Domain"
